variant_out,train_size,train_RMSE,train_MAE,train_R2,train_r,test_size,test_RMSE,test_MAE,test_R2,test_r
1221599,1233,0.07363773734013837,0.049291333973815486,0.9582388176184498,0.98089611195598,1,0.22792323919455532,0.22792323919455532,,
1220791,1233,0.3525409129903683,0.3091733624128369,0.04495812822122147,0.8882456519914442,1,0.024618243442749987,0.024618243442749987,,
1221390,1233,0.35240508214573013,0.30899169445715263,0.04500614077294174,0.8887250024790294,1,0.34582795148013523,0.34582795148013523,,
1221630,1233,0.3524877964115355,0.30898054590660523,0.04498844149965231,0.888545009452699,1,0.21307840804020628,0.21307840804020628,,
1221769,1233,0.11184667249063328,0.08068695405790456,0.9037377061850562,0.9612979563708126,1,0.0016568235110537843,0.0016568235110537843,,
1220910,1233,0.274325722054125,0.23954502609793807,0.42144138450760893,0.9218018868780231,1,0.26952530876223413,0.26952530876223413,,
1221801,1233,0.03455665468688202,0.02130868463592616,0.9908075777102365,0.9957761885407307,1,0.030773243712725273,0.030773243712725273,,
1220881,1233,0.15672207339614103,0.1259489907368162,0.8112551172423468,0.9418841219683723,1,0.059116225385040355,0.059116225385040355,,
1221298,1233,0.12641216793647667,0.09450779770268562,0.8771549327129857,0.9537816652847879,1,0.0008620096948960265,0.0008620096948960265,,
1221398,1233,0.16583042319202065,0.13552311630525388,0.7886256491318024,0.939419633181612,1,0.00021513370259718112,0.00021513370259718112,,
1221378,1233,0.04704272446084914,0.03019518735130759,0.9829728200925518,0.9921830772287696,1,0.15762095489764832,0.15762095489764832,,
1221538,1233,0.08755021956045808,0.05976279052774335,0.940958642570948,0.9738427991874081,1,0.0002655057383302989,0.0002655057383302989,,
1221518,1233,0.07127270299000626,0.04748822598061519,0.9609056040716069,0.9821480395558069,1,0.00013178171118255477,0.00013178171118255477,,
1221757,1233,0.13058119989805608,0.09959328889551379,0.8687638585154903,0.9531372989005826,1,0.0022343578437221956,0.0022343578437221956,,
1222295,1233,0.010616641505608617,0.004633614838929858,0.9991330959136462,0.9995916911876507,1,0.0269993733869196,0.0269993733869196,,
1222315,1233,0.07398422067571339,0.0495329927174577,0.9579117113826271,0.980758257747461,1,7.263032959281546e-06,7.263032959281546e-06,,
1221071,1233,0.05369644917066844,0.03468424046581327,0.9777854328975979,0.9897794914113585,1,0.0461946962967403,0.0461946962967403,,
1221850,1233,0.12007267858350856,0.08837339737590136,0.888996148143397,0.9569260729863334,1,0.00018005114280439383,0.00018005114280439383,,
1221551,1233,0.09993202791873812,0.06992531384230144,0.9231297714557398,0.9675430723946636,1,4.8894212221622935e-05,4.8894212221622935e-05,,
1221151,1233,0.048936857998924214,0.03129780824492255,0.9815817287372947,0.9915596150235182,1,0.028726306553191527,0.028726306553191527,,
1221253,1233,0.10740323654809314,0.07702372995487887,0.9113357272706599,0.9640991239730335,1,8.737132025060657e-05,8.737132025060657e-05,,
1221333,1233,0.09125252032846258,0.06298401240379044,0.9359908848946341,0.9721132991011476,1,0.054358370850173254,0.054358370850173254,,
1222411,1233,0.11058294529386939,0.07939814518943732,0.906027551421243,0.9619888838113891,1,0.046034555516386244,0.046034555516386244,,
1221076,1233,0.059723455945823754,0.03911325035365985,0.9725064164505639,0.9873686600888423,1,0.0625679443105654,0.0625679443105654,,
1221196,1233,0.04818661357386753,0.031113528882168607,0.9821108289298598,0.9917917571804793,1,0.09837504904645997,0.09837504904645997,,
1221695,1233,0.04877321301295813,0.03124738974576822,0.9817058571758769,0.9916065855015753,1,0.043432566930246,0.043432566930246,,
1221795,1233,0.35254096438304844,0.3091814614257255,0.04495959449562781,0.8882603131121971,1,0.016214706411156188,0.016214706411156188,,
1221596,1233,0.08935152909815648,0.06120918978040792,0.9386055266305905,0.9729459213452447,1,0.036762053950193274,0.036762053950193274,,
1220916,1233,0.35256104798625043,0.30921677057064867,0.044838791961791635,0.8870651393727795,1,0.05013005336330989,0.05013005336330989,,
1220936,1233,0.1123218461137677,0.08081379466588112,0.9028906815811106,0.9610232828152201,1,0.00041632883143369326,0.00041632883143369326,,
1221374,1233,0.3524780525243231,0.30895865188712823,0.044975454680621696,0.8884165843129572,1,0.23572577028465103,0.23572577028465103,,
1221454,1233,0.2195381395986029,0.1886353032689399,0.6294822057278162,0.9299140852701833,1,0.26555749676010815,0.26555749676010815,,
1221933,1233,0.056132791161291606,0.03653385827233258,0.9757514440204966,0.9888694205617021,1,0.10668582183791503,0.10668582183791503,,
1221614,1233,0.29692829219820965,0.25982300760336297,0.32248499569999256,0.9150264852331607,1,0.0024063998036749634,0.0024063998036749634,,
1221793,1233,0.3525174210673169,0.3091223927558088,0.04503753092427254,0.8890302866340103,1,0.10397227583000812,0.10397227583000812,,
1221235,1233,0.22324686070595218,0.19241678335827894,0.617014078417135,0.9301212262834697,1,0.0005702071825868238,0.0005702071825868238,,
1221155,1233,0.124520611797374,0.09253058522440138,0.8807971403341613,0.9545609370667532,1,0.12063729619132679,0.12063729619132679,,
1221197,1233,0.15801797436135825,0.12747091665909244,0.8080600008878102,0.942172199477891,1,0.0008443728796465599,0.0008443728796465599,,
1221357,1233,0.02308859741667696,0.01332219320407156,0.9959011602301379,0.9981264741125898,1,1.3473949040165856e-05,1.3473949040165856e-05,,
1221457,1233,0.11984629672063063,0.08826982580846478,0.8895823483264287,0.9573702611743073,1,0.0006800125466410734,0.0006800125466410734,,
1220857,1233,0.05601444991110464,0.036898481482587175,0.9758761316923005,0.9889437271656907,1,3.47826046509514e-05,3.47826046509514e-05,,
1221461,1233,0.05762552249544379,0.0378926571049369,0.9744673470040284,0.9882776486355369,1,0.020026998160628917,0.020026998160628917,,
1221641,1233,0.12127161590797002,0.089284700468422,0.8868569407664757,0.9562705149601554,1,0.1935721368690102,0.1935721368690102,,
1221521,1233,0.12110880001577515,0.08944355605361486,0.8872714871473741,0.9565850006934149,1,0.008485208825374402,0.008485208825374402,,
1222358,1233,0.3523259824481292,0.30891052337987085,0.0454785594132634,0.8933002639705008,1,0.32590977691584067,0.32590977691584067,,
1221739,1233,0.07050400074558692,0.04701460439255852,0.9617797101548609,0.9825605459179423,1,0.28543553225018714,0.28543553225018714,,
1221799,1233,0.13218531670051653,0.10141305902157029,0.8655606190829548,0.9527787493360989,1,0.0010507140931885761,0.0010507140931885761,,
1220899,1233,0.11493732765595709,0.08346380836581727,0.8984218879222647,0.9596836171181979,1,0.0002452842281630563,0.0002452842281630563,,
1221022,1233,0.021606555706045583,0.012232651915542457,0.9964105791968161,0.9983538535553669,1,0.10839998279782759,0.10839998279782759,,
1221443,1233,0.134226586154187,0.10265453203003415,0.8615117028731253,0.9505692853506421,1,0.0011829041412371177,0.0011829041412371177,,
1221962,1233,0.009566705488979126,0.003942813780444165,0.9992962457929054,0.9996669785531027,1,0.017384574229492245,0.017384574229492245,,
1221762,1233,0.04697139220091994,0.030495558450732336,0.9829952026368627,0.992226443444657,1,0.1521780105661804,0.1521780105661804,,
1221543,1233,0.0716090675451518,0.04765959803021779,0.9605162606943326,0.9820582230567969,1,0.0357820603446521,0.0357820603446521,,
1221142,1233,0.07598134982620135,0.05107253829818315,0.9556005803008087,0.9798753779423688,1,0.020951500724549987,0.020951500724549987,,
1220962,1233,0.09280265623109127,0.06397174317695206,0.9337902296316161,0.9711438217491145,1,0.0001774847456149642,0.0001774847456149642,,
1221329,1233,0.3370181651008863,0.29555469309052834,0.1272089778322033,0.9037253288460312,1,0.01704388977017024,0.01704388977017024,,
1221808,1233,0.3525305649071076,0.3091432490411816,0.04498277454246202,0.8884898778510858,1,0.08238303080736786,0.08238303080736786,,
1221748,1233,0.05817308513147487,0.03816987957103799,0.9739808045772588,0.9880442764245798,1,0.03607468530033209,0.03607468530033209,,
1222008,1233,0.06690620912196446,0.044254140823138166,0.9655848210450653,0.9842046949525254,1,0.03218130237249006,0.03218130237249006,,
1220829,1233,0.06861697165221217,0.045534448622422945,0.963812749812875,0.9834678170958918,1,0.07753543028470589,0.07753543028470589,,
1221223,1233,0.0636713963723668,0.042386201472562016,0.9688340655302327,0.9856892489547048,1,0.04969862414210213,0.04969862414210213,,
1221464,1233,0.08571229220520865,0.05847635975582048,0.9435189420281749,0.974892920681236,1,0.00022305632841412848,0.00022305632841412848,,
1221763,1233,0.05335265889954618,0.034579659108139336,0.9780869380877345,0.989921543183525,1,0.009807115112420522,0.009807115112420522,,
1221204,1233,0.06810358117724337,0.04534514110326424,0.9643377124475156,0.9836533774691718,1,0.0326166531702905,0.0326166531702905,,
1222024,1233,0.029740169031802387,0.01804778530309744,0.9931970898726649,0.9968903969252292,1,0.01560851051510892,0.01560851051510892,,
1221944,1233,0.08851913859181214,0.060555165243514966,0.9397507030059281,0.9733618989888679,1,0.011832619341814565,0.011832619341814565,,
1221625,1233,0.04250665854921663,0.026779110110604784,0.9861105152589688,0.9936277762463235,1,0.008277497461588235,0.008277497461588235,,
1222222,1233,0.16987672450299696,0.14030698412364367,0.7782319493923096,0.9419595832834475,1,0.0004562295358784274,0.0004562295358784274,,
1221065,1233,0.04937109555163958,0.03191402694261511,0.981194772815745,0.9913715278035039,1,0.1748860515949497,0.1748860515949497,,
1221225,1233,0.026375147054826506,0.015728801225470337,0.994653857949306,0.9975644341480836,1,3.2016822594238548e-06,3.2016822594238548e-06,,
1222025,1233,0.09832735752426823,0.06897598667588731,0.9256658191214957,0.9684587631899932,1,0.0003394456279633973,0.0003394456279633973,,
1222085,1233,0.08599343035081473,0.0589275821896704,0.9430956691308903,0.9747549545514465,1,0.291478368218513,0.291478368218513,,
1221405,1233,0.35251692611678775,0.3090516375787844,0.04497335749807352,0.8883965027347369,1,0.14437870033399125,0.14437870033399125,,
1221566,1233,0.034273857887206265,0.021072348377548226,0.9909701095300756,0.9958717664542538,1,0.022718537538370942,0.022718537538370942,,
1221586,1233,0.07705686135152903,0.05178713507091876,0.9543345728786967,0.9792918338982084,1,0.022914656922196297,0.022914656922196297,,
1221626,1233,0.10770841654547,0.0767533836426101,0.9107946228851169,0.9634208201772928,1,0.0007124106048959078,0.0007124106048959078,,
1221646,1233,0.35244318794947765,0.3090196587952313,0.045013478942313334,0.8887927235997499,1,0.28787204810070677,0.28787204810070677,,
1222343,1233,0.18155571569315335,0.15228801717522839,0.746659215725985,0.9388701381660872,1,0.0009557953095543636,0.0009557953095543636,,
1220768,1233,0.1372281733184877,0.10563044464309294,0.8552121431338902,0.9490110761104268,1,0.00023679250213426428,0.00023679250213426428,,
1221127,1233,0.05100016217402339,0.03318269790793593,0.9799621309343107,0.9907992700617914,1,0.23753121118615053,0.23753121118615053,,
1221107,1233,0.09894064838508335,0.06936157273356103,0.924740055130152,0.9681973139660007,1,0.10999315265844445,0.10999315265844445,,
1221247,1233,0.09263946921351104,0.06442801632567927,0.9340273770008496,0.9715471743915882,1,0.012598804624933346,0.012598804624933346,,
1221367,1233,0.16299854003249295,0.1337247027600641,0.7957906509984505,0.9446247533872887,1,0.001098984589600338,0.001098984589600338,,
1221686,1233,0.2275104099310852,0.1963256107933849,0.602188929471656,0.9288261888917975,1,0.0007159866079220478,0.0007159866079220478,,
1221806,1233,0.034994929268833394,0.021932741033978076,0.9905661799197654,0.9957064796695497,1,0.024645845640590337,0.024645845640590337,,
1222007,1233,0.3525413505967068,0.30919424852609795,0.044958273879798116,0.8882493160569583,1,0.009349258270779592,0.009349258270779592,,
1221106,1233,0.05589251446322802,0.03641187328729753,0.9759891624018566,0.9889280178976382,1,0.07167866521544752,0.07167866521544752,,
1221286,1233,0.08334960514931532,0.056433177854599455,0.9465963572482743,0.976221614367027,1,4.414818678133425e-05,4.414818678133425e-05,,
1221446,1233,0.3524687809015207,0.30894130053033897,0.04495849436799093,0.8882491596938642,1,0.2553242552281659,0.2553242552281659,,
1221967,1233,0.12263974442307568,0.09097804298622683,0.8844225100872949,0.9559712952589429,1,0.03320371124628174,0.03320371124628174,,
1221787,1233,0.056487318045355915,0.03687168953333692,0.975470441451295,0.9887497750436189,1,0.03362466388199248,0.03362466388199248,,
1220828,1233,0.03813943175412562,0.023811083697621464,0.98881836716299,0.994896355202109,1,0.030226089202962658,0.030226089202962658,,
1222216,1233,0.011224722480595146,0.004967557625785431,0.9990314661833585,0.999544380908264,1,0.06318542593047427,0.06318542593047427,,
1220771,1233,0.352341530449686,0.30877580347658684,0.04504153772545405,0.8890695865452809,1,0.41398071531377395,0.41398071531377395,,
1221450,1233,0.09430262557810276,0.06547011935451592,0.931655767035584,0.97065179343598,1,0.0750476754556062,0.0750476754556062,,
1221570,1233,0.01119128618510112,0.004786784827132338,0.9990344536179738,0.9995456247909895,1,0.489149756813304,0.489149756813304,,
1221242,1233,0.13165159644524219,0.10012943329868712,0.8667648365023022,0.9518131397283452,1,0.00018051346690362013,0.00018051346690362013,,
1221941,1233,0.05363125556645649,0.03482427931067397,0.9778832697937384,0.9898201617304487,1,2.5430727045083756e-05,2.5430727045083756e-05,,
1221458,1233,0.1568090323857286,0.12597257274524076,0.8109911189854867,0.9417422401620492,1,0.0012474236124874194,0.0012474236124874194,,
1221138,1233,0.046861987639901376,0.0302279336796258,0.9831127856099307,0.992259622322177,1,2.8772439297775065e-06,2.8772439297775065e-06,,
1222395,1233,0.04940821762595418,0.032105422733092435,0.9811990571469785,0.9913452165528034,1,0.20936343759624124,0.20936343759624124,,
1221031,1233,0.27970265180612286,0.24452222496865014,0.3988326542152708,0.9199586539750482,1,0.0003803943199891524,0.0003803943199891524,,
1221451,1233,0.040124773190343195,0.025326760527717714,0.9876195763384177,0.9943308709477752,1,0.07971059394196467,0.07971059394196467,,
1221531,1233,0.0866487206899825,0.05905886833428726,0.9422160952478814,0.9743311814357865,1,0.058612612470765074,0.058612612470765074,,
1221133,1233,0.3369884986632886,0.2954760080645784,0.1271852967634286,0.9034661854879076,1,0.17581152061394523,0.17581152061394523,,
1221213,1233,0.07492643236067971,0.05045241366351211,0.9568362050757597,0.9804796602694107,1,2.451249472046335e-05,2.451249472046335e-05,,
1221373,1233,0.06852761805595989,0.04551293770398446,0.9638992873155365,0.9834833361954343,1,0.0001609706203146155,0.0001609706203146155,,
1222310,1233,0.1000642776074379,0.06992675484598075,0.922991160187292,0.9672896725492584,1,0.0006797901967838804,0.0006797901967838804,,
1222015,1233,0.08831569333131926,0.060614744033984744,0.9400283087923527,0.9735156639609271,1,0.06274987492239692,0.06274987492239692,,
1222313,1233,0.06618565317363086,0.04370886644593199,0.9663099193053045,0.9844852031140398,1,0.03866107229487881,0.03866107229487881,,
1222373,1233,0.08688248591715186,0.0590604230612437,0.9419639409834605,0.9742385513987689,1,0.16000590815030424,0.16000590815030424,,
1221953,1233,0.08677911254272075,0.059610489589710616,0.9421018481205196,0.9744564316808839,1,0.12175381405950303,0.12175381405950303,,
1220934,1233,0.07228752308175176,0.04832631017610501,0.9597462720844061,0.9816464587006406,1,0.0003942982505454398,0.0003942982505454398,,
1221395,1233,0.05714068551976425,0.03746951653297011,0.9748854058957424,0.9884607561173727,1,0.2024782759617948,0.2024782759617948,,
1221954,1233,0.029297566311350713,0.017726746160155436,0.9934011640260922,0.9969841933859601,1,0.004562721439884343,0.004562721439884343,,
1221575,1233,0.051629663436783414,0.03352632320786504,0.9795074398598348,0.9905771190964554,1,0.03228487037916339,0.03228487037916339,,
1221655,1233,0.040460610146497655,0.02572117953703152,0.9873927830446795,0.9942277286854202,1,0.136255153462987,0.136255153462987,,
1222252,1233,0.06478971978992061,0.04283887486399468,0.967731716984886,0.9851341514046745,1,0.03116782073569946,0.03116782073569946,,
1222076,1233,0.1815338419832282,0.15211402340295394,0.7466112277183168,0.9388465421969777,1,0.001251770618996062,0.001251770618996062,,
1221916,1233,0.09153803220821516,0.06323982225884554,0.9355284718359641,0.9721380375161301,1,0.2371960771164088,0.2371960771164088,,
1221617,1233,0.14718040221481604,0.1157222664834296,0.8334311938009598,0.9445414560814431,1,0.07875313952488028,0.07875313952488028,,
1220837,1233,0.06131632923517145,0.04045681016329229,0.9710881516697063,0.9866940532688777,1,2.426656647491754e-05,2.426656647491754e-05,,
1220761,1233,0.006570170728741103,0.002335083779019853,0.9996679239049574,0.9998407502142357,1,0.05271978196596505,0.05271978196596505,,
1221100,1233,0.043831980783621875,0.028092060168579548,0.9852335672589807,0.9932175439282196,1,0.09483654691001464,0.09483654691001464,,
1221321,1233,0.07494804604619391,0.05021686043981751,0.9568230961062787,0.9803711217703908,1,0.09152838820662768,0.09152838820662768,,
1221541,1233,0.33700723770218505,0.29556526744066086,0.12726264555985156,0.9028568232409175,1,0.0018200694146691676,0.0018200694146691676,,
1221860,1233,0.352518965730178,0.3091131512310361,0.04486308067058198,0.8873059885334026,1,0.19701729261292789,0.19701729261292789,,
1220920,1233,0.05929316682636329,0.038952636960974625,0.9729274044293351,0.9875266468377382,1,0.07837375069844879,0.07837375069844879,,
1221380,1233,0.03037630557607762,0.018451790287991186,0.9928999292462141,0.9967542797945944,1,0.13027350934455734,0.13027350934455734,,
1221819,1233,0.06949101430944243,0.04625438070329842,0.9627864830646066,0.9830393865428798,1,0.1642194705862042,0.1642194705862042,,
1221423,1233,0.07669554562841537,0.051324884610897056,0.9547674913441105,0.9795212826191971,1,0.016308178755946034,0.016308178755946034,,
1221663,1233,0.12705466108039112,0.0955219540112524,0.8757756743656565,0.9536938406836699,1,0.0012829125836121003,0.0012829125836121003,,
1222300,1233,0.0807086236661116,0.05472410810025504,0.9499124678235267,0.9774744328025331,1,0.015260882760246619,0.015260882760246619,,
1221429,1233,0.1510204771997695,0.12113789809827509,0.8247161643801513,0.9467948060567709,1,0.000922955257525504,0.000922955257525504,,
1221609,1233,0.22376046709172356,0.19275469864840336,0.6152327573391083,0.9286404648133424,1,0.03027257384091886,0.03027257384091886,,
1221688,1233,0.1204601527264854,0.08908044210843037,0.8884408642941675,0.9571770024060642,1,0.0001915903268396857,0.0001915903268396857,,
1220929,1233,0.020322866997114514,0.011303586844151992,0.9968159224687004,0.9985381215706635,1,0.07679911864094481,0.07679911864094481,,
1222267,1233,0.10421210336120863,0.07429403727219124,0.9165214540197281,0.9656261964017514,1,0.043261189336673445,0.043261189336673445,,
1221283,1233,0.16609634843652868,0.13646375794143764,0.7878504384487285,0.9420474079461226,1,0.15559123696454924,0.15559123696454924,,
1221243,1233,0.1158210736937255,0.08500349743085314,0.896896822357969,0.9596969181358899,1,0.030045162455385133,0.030045162455385133,,
1222043,1233,0.08659627251428091,0.05918521200675293,0.9422889087645575,0.9745382158561888,1,0.0008408112453782424,0.0008408112453782424,,
1221664,1233,0.10774531469218122,0.07673063236313672,0.9106412908875328,0.96333295142514,1,0.0007231922350549036,0.0007231922350549036,,
1221743,1233,0.23161226674755933,0.20015675973688216,0.5877821772159291,0.9277864680814998,1,1.763509893848436e-05,1.763509893848436e-05,,
1221863,1233,0.05199938948120872,0.03384466355071574,0.9792000758060148,0.990432419914326,1,0.08429385571599818,0.08429385571599818,,
1222241,1233,0.18113183426207147,0.15108274283084655,0.7478178532707784,0.9343696848100662,1,0.0006514404344873936,0.0006514404344873936,,
1221424,1233,0.03342470125878799,0.020457224157074683,0.9914099719683154,0.9960686714010183,1,0.011893132201175494,0.011893132201175494,,
1221824,1233,0.13532752442879858,0.10398990857740274,0.8590835121804045,0.9503366036528673,1,0.0014675410937966815,0.0014675410937966815,,
1221804,1233,0.1381354055771883,0.10654296113481973,0.8531874379623803,0.9484684405205925,1,0.0006112931577879344,0.0006112931577879344,,
1220864,1233,0.08839771198820025,0.06061900856691034,0.9399158146309621,0.9735020981708185,1,0.02036187594138672,0.02036187594138672,,
1222322,1233,0.07257514670246798,0.04834786540498499,0.9594880686801253,0.9815538056514789,1,0.07673973762212627,0.07673973762212627,,
1222282,1233,0.1787379760527318,0.148803922806151,0.7544675341691891,0.9353339435397994,1,0.10373399812522277,0.10373399812522277,,
1221685,1233,0.09497974149347209,0.06594567586283996,0.9306187194787618,0.9700459232766677,1,0.00037108366771620993,0.00037108366771620993,,
1220945,1233,0.11001290793463123,0.07898330015642949,0.9069912893241829,0.9621560394509215,1,0.015424843235752883,0.015424843235752883,,
1221587,1233,0.08051703043883496,0.05459259818899626,0.950135284598088,0.9776190461210554,1,0.09189495964229677,0.09189495964229677,,
1221746,1233,0.35254016439746777,0.309159474294534,0.04495733647241662,0.8882383962494232,1,0.03900740723655416,0.03900740723655416,,
1221866,1233,0.26912560052946544,0.2347225620697387,0.44343316843908187,0.9214161194430619,1,0.0009006860538400829,0.0009006860538400829,,
1222325,1233,0.06522788991477721,0.043214410323758314,0.9672817793530248,0.9849652538369826,1,0.00780088475988272,0.00780088475988272,,
1221306,1233,0.09560069799963158,0.06642780587211589,0.9297467470859682,0.9698511317534799,1,1.8888081761758713e-05,1.8888081761758713e-05,,
1220866,1233,0.08157170253838966,0.05547501240030161,0.948840783232554,0.9770318992112875,1,0.05979202113900861,0.05979202113900861,,
1221248,1233,0.07702240658298827,0.05187863882200293,0.9543924592715528,0.9793806910896969,1,0.11203077347509327,0.11203077347509327,,
1221188,1233,0.06529802341992585,0.04328576299849162,0.9671137136789848,0.9849400432673151,1,0.27102202095472616,0.27102202095472616,,
1221428,1233,0.05702697122752382,0.03734096223032779,0.974998463974767,0.9884780586456234,1,0.004209288658025168,0.004209288658025168,,
1220968,1233,0.02112946751150997,0.011944309558717114,0.9965674158398964,0.9984275818614987,1,0.027294098400103328,0.027294098400103328,,
1220868,1233,0.06483418685958178,0.042887750008828454,0.9676808399488713,0.9851541902453675,1,0.03467861960992491,0.03467861960992491,,
1222266,1233,0.07023413834657662,0.04680901625891824,0.9620665452644425,0.9826368767276465,1,0.09755780393584845,0.09755780393584845,,
1222246,1233,0.12985828609633296,0.09829529649431301,0.870368243410289,0.9523309963913398,1,0.00011202331202697646,0.00011202331202697646,,
1222406,1233,0.05333638144134979,0.034479175464725655,0.9781321734822118,0.9898897224490022,1,0.05939877819040229,0.05939877819040229,,
1221399,1233,0.08060307139420152,0.054468816571189065,0.9500273554218647,0.9774231087405654,1,0.09847612428911734,0.09847612428911734,,
1221359,1233,0.09389112505905314,0.06487445492817799,0.9322397578141358,0.9707210531840972,1,0.000272505983740734,0.000272505983740734,,
1221938,1233,0.15556512328775612,0.1253784050152823,0.8139686826733633,0.9437344922761478,1,0.00023065888358708708,0.00023065888358708708,,
1220818,1233,0.2439462584087093,0.21166030062093444,0.542704623892819,0.9268022900932232,1,0.0016658940195742877,0.0016658940195742877,,
